id;titre;description;type_contenu;statut;version;date_publication;derniere_mise_a_jour;prochaine_revue;mots_cles;transcription;progression;date_creation;application_id;module_id;metier_id;auteur_id
0e585824-267b-4273-85d5-731a86157b1b;disconnection;../fake-data/blob/hipster.txt;VIDEO;VALIDER;13494;2026-08-21T08:32:16;2026-08-21T09:20:20;2026-08-20T12:44:00;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;6;2026-08-20T11:44:18;03ab9b68-7d34-4669-9750-f797f9d1fab8;b6e65353-c5cc-42f4-8ef9-3215c1ac5ee4;c25020cb-e3f1-48a7-ad21-336f03fc5df5;5db40192-a120-4dde-8591-74695645ecc6
34926a37-f687-45fe-8593-3b2986968768;cannibalise dapper;../fake-data/blob/hipster.txt;FAQ;VALIDER;25944;2026-08-21T08:45:10;2026-08-20T19:51:14;2026-08-20T21:22:17;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;47;2026-08-21T02:26:40;bd2b8465-812e-45dc-ab98-fe4b3cb3c90a;12fd9bdd-0304-423c-9033-435b1d322eb0;ca9444e3-a206-4673-adee-056c94cc56a2;caca9da3-1611-462a-b5dc-8c17f586a943
d9a5073f-61ab-412b-80ea-26980738ecf9;fervently hourly presell;../fake-data/blob/hipster.txt;VIDEO;EN_ATTENTE_VALIDATION;15867;2026-08-21T07:35:12;2026-08-20T11:38:02;2026-08-20T16:06:21;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;42;2026-08-21T05:10:45;11161c31-824b-4246-99ef-4910bef99281;8da86d48-3309-4b38-b585-b1359e828662;d444a3d0-4cde-49a3-9a46-9a8dd4c90781;8a8889e1-88f4-4e77-b6cc-f14e8d70fae1
03430a42-c30c-4824-818d-1b6be0441b1e;duh;../fake-data/blob/hipster.txt;FAQ;VALIDER;28162;2026-08-20T18:41:42;2026-08-20T20:05:35;2026-08-20T09:35:12;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;1;2026-08-20T22:58:23;6d9448ce-7d44-41c0-9c0c-3b3d96e3a2a7;7710365b-a881-4b7e-ae1d-8dc36d1a5605;2ac66b42-637b-4eef-a2bd-50a369873af9;d8d69235-68c5-43c8-8084-8f3f0ec7bc1d
4689cec5-0371-4bd1-92b6-27455e9f9bb2;save across;../fake-data/blob/hipster.txt;VIDEO;A_REVISER;557;2026-08-21T06:14:56;2026-08-20T13:15:13;2026-08-20T16:34:44;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;1;2026-08-21T01:27:29;04644a89-7fda-4664-8618-e781f9a741a9;110693e2-e903-432c-95f8-a3ee48547202;7c30c786-275f-436d-8706-74048f3f3134;df3727ce-22a6-48e4-bddc-1ece9b145f60
84b29678-9caf-4cdc-bd9d-7e02d8613dde;about inasmuch;../fake-data/blob/hipster.txt;FICHEPRATIQUE;PUBLIER;17060;2026-08-20T14:58:00;2026-08-20T18:15:25;2026-08-21T03:33:19;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;75;2026-08-20T12:46:17;ece835e7-f665-46a9-8b3e-2124a714c30f;1b5dad3d-ceb6-4a9e-99e5-b9be94656564;2a6c72dd-d384-4ee1-8377-0f23060109e3;06afb3ed-af47-45a5-83b8-c16e2fbb1834
8b92b243-0b4c-4414-bac3-29e04157100f;tabulate till;../fake-data/blob/hipster.txt;VIDEO;VALIDER;5553;2026-08-20T15:10:18;2026-08-20T18:51:08;2026-08-20T14:37:20;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;97;2026-08-21T01:17:35;1ac504ce-c6a7-4969-a02b-658dbc85ca4e;0c6851d1-5f17-4ca6-bfa7-06e3042b14f3;4edc1f25-c2d8-4f6c-86bf-483aa06e7017;e0098ab8-4adc-4256-a8d7-9cb4b3197648
134335cc-dad4-4d26-a504-ee4adfa7cb0b;why react fervently;../fake-data/blob/hipster.txt;FICHEPRATIQUE;BROUILLON;31578;2026-08-20T10:49:12;2026-08-20T14:07:33;2026-08-20T23:47:26;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;41;2026-08-21T00:34:52;b273ad28-1379-400e-a5f4-f81b11871ecc;dae0a06c-bedb-470b-b3a4-0556bfbea1c3;05247559-a09b-4ad2-8796-11f7241d4ead;4c305472-1339-474f-9002-15bb834dfe2f
8885726e-b3e3-462b-9bb6-9cc0ff7e3f35;considering wiggly;../fake-data/blob/hipster.txt;FICHEPRATIQUE;VALIDER;9174;2026-08-20T12:46:50;2026-08-21T08:08:03;2026-08-20T19:17:04;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;31;2026-08-20T11:20:36;81adf82f-e7d2-4883-be9b-f81ee19bd48e;4e8d0745-4938-4fb5-a928-cd51cc28f1f5;e3b694d5-e149-4cdc-8f0d-1716044d47fd;d3b2d626-1818-4365-8e62-45b3c88f88b9
77eaf9ea-267e-4c05-a147-d7cc66be9317;whether;../fake-data/blob/hipster.txt;VIDEO;ARCHIVER;16407;2026-08-21T03:00:00;2026-08-21T01:42:52;2026-08-21T03:17:15;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;19;2026-08-20T20:08:33;5cbbf942-5f71-44c8-81d8-190de32ab76e;2b4b5d31-dfbc-42c2-9bb6-5f624681a617;cf82d7dd-f286-4a1d-9996-e0b749b68c12;5f726ea4-dbb1-44ec-a7de-82219db95fe6
7b0355bc-b85a-45a9-b6c5-2e304b82938e;status;../fake-data/blob/hipster.txt;FICHEPRATIQUE;VALIDER;24822;2026-08-21T05:10:04;2026-08-21T02:26:51;2026-08-20T14:11:07;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;20;2026-08-20T17:27:08;89b72fd1-aa04-4e8c-8f00-5cbf762ade65;e54b1a86-d25d-44ec-a61f-730436fb5b21;141cae21-f46f-4d6e-aa73-2a89546a296d;63778537-ebe9-4e41-b857-78dee8b442b2
719eaf04-6207-4814-8e8c-eae3cf0ee728;gee;../fake-data/blob/hipster.txt;FAQ;VALIDER;8473;2026-08-21T03:24:25;2026-08-21T02:30:46;2026-08-20T12:58:34;../fake-data/blob/hipster.txt;../fake-data/blob/hipster.txt;20;2026-08-21T04:41:47;8339740e-c8b7-4003-8d47-94cf49d732de;bdae6ce9-5756-4daf-9346-c2185ad1ab33;b30a6b34-d6a9-40e7-bb27-e6dafab48771;3095f003-151b-40f9-8937-7396e61b170a
