id;motif;date_signalement;statut;utilisateur_id;contenu_id
a6cf07ef-cdd2-46ba-9e14-444075bbee42;../fake-data/blob/hipster.txt;2026-08-21T01:02:17;ATTENTE;937ed8ec-af7e-41b4-8b01-07c8570f6a07;456d8b27-de79-49bd-b933-51458bf2cbf0
603189ef-2431-4694-9a9e-06629bd250b7;../fake-data/blob/hipster.txt;2026-08-21T09:04:23;TRAITER;12112afd-b2f5-4b86-bbeb-94bb3d57feb0;f9aa3708-4567-48c4-9545-d224dd9d603b
3c4416d4-7c21-455e-81ad-8dbcec03fae0;../fake-data/blob/hipster.txt;2026-08-20T21:30:31;A_TRAITER;a2180994-4c72-4896-9509-28e3573d4b05;d0afe303-7b76-4bb9-bb63-a1b662f429c8
b13eba16-b1c6-477e-ac37-bf6814afff6f;../fake-data/blob/hipster.txt;2026-08-21T03:00:58;ATTENTE;6451812c-aa69-4e6b-b693-750141c857c6;a57ce07a-45fe-4f96-b080-cf3f3f9ce3be
39d2ee0e-fb44-44a4-b324-844ab8caf533;../fake-data/blob/hipster.txt;2026-08-20T10:48:46;A_REFUSER;d0b1135f-e45a-47b9-9e6d-be25febbf77f;5c1f946f-1020-4b3b-947b-19cc290d4186
b0d2e926-224c-44d8-960f-dbd3f2e89253;../fake-data/blob/hipster.txt;2026-08-21T09:23:56;A_REFUSER;806f8d82-5461-4305-9799-aa7580839919;fe2e8b53-6c15-47ad-8f92-943261092642
3614d274-0986-40f7-ab26-d0723cb08c0a;../fake-data/blob/hipster.txt;2026-08-21T00:12:19;TRAITER;aaaf9d5d-b98b-4336-9987-564a463413a9;2660fb39-8454-4c3e-babc-db9e581f3e32
94077e26-0b31-46a7-b902-8410b9285c9a;../fake-data/blob/hipster.txt;2026-08-21T08:35:33;A_TRAITER;5db40192-a120-4dde-8591-74695645ecc6;0e585824-267b-4273-85d5-731a86157b1b
18f779a3-7164-4335-98af-1442fec3c96c;../fake-data/blob/hipster.txt;2026-08-20T22:49:27;ATTENTE;caca9da3-1611-462a-b5dc-8c17f586a943;34926a37-f687-45fe-8593-3b2986968768
ef9ffc05-9ced-401b-8233-35d2af8a2bb6;../fake-data/blob/hipster.txt;2026-08-20T11:53:59;A_TRAITER;8a8889e1-88f4-4e77-b6cc-f14e8d70fae1;d9a5073f-61ab-412b-80ea-26980738ecf9
6884db5a-cc07-441c-9ea6-676d6b02c36b;../fake-data/blob/hipster.txt;2026-08-20T23:16:47;A_REFUSER;d8d69235-68c5-43c8-8084-8f3f0ec7bc1d;03430a42-c30c-4824-818d-1b6be0441b1e
dade2d5b-5d29-40f0-97d1-26cd70fe7618;../fake-data/blob/hipster.txt;2026-08-21T06:00:19;ATTENTE;df3727ce-22a6-48e4-bddc-1ece9b145f60;4689cec5-0371-4bd1-92b6-27455e9f9bb2
7b90a9a2-88dc-4616-9455-abe9f65e08a7;../fake-data/blob/hipster.txt;2026-08-20T17:42:02;A_TRAITER;06afb3ed-af47-45a5-83b8-c16e2fbb1834;84b29678-9caf-4cdc-bd9d-7e02d8613dde
912dd461-6679-4ba6-9ba4-5d2880b48249;../fake-data/blob/hipster.txt;2026-08-20T20:39:08;TRAITER;e0098ab8-4adc-4256-a8d7-9cb4b3197648;8b92b243-0b4c-4414-bac3-29e04157100f
748826c3-4c29-47e1-95c5-1934d865243c;../fake-data/blob/hipster.txt;2026-08-20T12:22:44;A_TRAITER;4c305472-1339-474f-9002-15bb834dfe2f;134335cc-dad4-4d26-a504-ee4adfa7cb0b
60bb69d3-f055-4e9e-9545-88c39afed856;../fake-data/blob/hipster.txt;2026-08-21T07:30:33;ATTENTE;d3b2d626-1818-4365-8e62-45b3c88f88b9;8885726e-b3e3-462b-9bb6-9cc0ff7e3f35
107268af-5dab-4227-b768-e063080a79d1;../fake-data/blob/hipster.txt;2026-08-20T23:04:55;A_TRAITER;5f726ea4-dbb1-44ec-a7de-82219db95fe6;77eaf9ea-267e-4c05-a147-d7cc66be9317
81d3eb65-554e-424a-a93a-24984760676b;../fake-data/blob/hipster.txt;2026-08-20T10:16:27;TRAITER;63778537-ebe9-4e41-b857-78dee8b442b2;7b0355bc-b85a-45a9-b6c5-2e304b82938e
bab9f4de-15c3-4516-8745-490f0d978e87;../fake-data/blob/hipster.txt;2026-08-21T04:46:59;TRAITER;3095f003-151b-40f9-8937-7396e61b170a;719eaf04-6207-4814-8e8c-eae3cf0ee728
